,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
49,08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237
3550,08smDzfxppUCFABj6FU2Xh,Lebensborn - Update,[:SITD:],4,64Xx93nBRKzWuw2l26DC9p,Icon:Koru,2011-11-18,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.659,0.927,8,-6.16,1,0.0427,0.225,0.0191,0.108,0.327,124.009,337453
4051,091v7TIPqq4LeZFFEQapev,You And I - R3HAB Remix,LÉON,51,1KH0acT0Qh5SUEZysIxH71,You And I (R3HAB Remix),2019-08-02,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.597,0.735,4,-5.123,1,0.0416,0.0485,0.0,0.371,0.188,126.037,179048
4478,09CWfcYFhVhB1Bzfz1cLJ7,Sleep Talking,Charlotte Lawrence,66,16VxCA44HPzJfAQDvYIjkn,Sleep Talking,2017-10-20,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.661,0.762,5,-4.307,1,0.0402,0.452,0.0,0.162,0.583,101.99,224224
2773,09Y1WTdCYfvdJegsPte1A2,Los Olores de Tu Alma,Javiera Mena,0,3BEtvyK449N9l2NiXsjSmq,Otra Era,2014-10-28,This Is: Javiera Mena,37i9dQZF1DWSOvcBNdfJ87,pop,electropop,0.658,0.901,5,-4.899,1,0.0316,0.00563,0.00565,0.138,0.393,127.011,300582
5166,09dUClsKgQ2uyonfqJqeCB,Youth (Qrion Remix) [feat. Satica],Manila Killa,9,3KZ5k3p4wRsHyhI2prhEuP,Youth (Qrion Remix) [feat. Satica],2016-07-19,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.617,0.723,7,-2.394,0,0.0342,0.149,1.29e-06,0.133,0.236,95.0,266790
827,09nxdcY2oYo57fJrG6CCCT,Dragostea Din Tei - Original Romanian Version,O-Zone,8,4I8dkoKeszRKl3UqT89l7R,Time 25th Anniversary,2009-12-25,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.813,0.966,0,-3.924,1,0.0417,0.173,0.0,0.0729,0.681,130.086,213461
3425,0A4PZuepTcIQVvA5m7R0M1,Don't You (Forget About Me) - Remastered,Simple Minds,44,7dKQCCQnnkqgRQFxKRDqkJ,Celebrate (Greatest Hits),2013-03-25,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.602,0.784,11,-7.976,0,0.0313,0.00398,0.0852,0.0931,0.918,133.019,263973
333,0A5gdlrpAuQqZ2iFgnqBFW,Moonlight,Gaullin,76,4IU5ADOJ9DnVa9clXVhrEE,Moonlight,2018-09-07,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.813,0.761,10,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,124.957,173067
4881,0A5qqtFMG1qrNQEcjvr1A2,Break the Rules,Charli XCX,46,5Ws5ktkIUJFpaIImvH3tYU,SUCKER,2014-12-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.676,0.926,0,-2.244,0,0.0425,0.0305,0.000658,0.0771,0.818,124.019,203908
4691,0ADG9OgdVTL7fgREP75BrZ,Ain't My Fault,Zara Larsson,69,5YLRVHDVRw3QqWbeTGpC5B,So Good,2017-03-17,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,224031
350,0AKxkfd5NLlWMXCVgH6a6X,Shades Of Voices (Original Mix),PULLER,2,7aiGXCtPcD85kpHMkLamxg,Shades Of Voices (Original Mix),2017-01-23,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.691,0.874,4,-6.276,0,0.09,0.0286,0.633,0.0704,0.0909,127.99,283193
3113,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,grandson,73,2ih65NyzXsPwEsI1sMdyIy,Blood // Water,2018-05-04,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,216721
3986,0AYr6VOn2CXG3siNrBrtKK,You & Me,SMOKN,26,3DsSLSVlwpX9lsLkqAQzCc,You & Me,2016-05-25,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,pop,indie poptimism,0.705,0.689,0,-8.465,0,0.182,0.801,0.00111,0.147,0.441,119.967,246047
1805,0AkQbXGN4KG34TS7xLrM68,Kiss You,One Direction,72,5SxEsi1PNyo1XfEKDYcFKF,Take Me Home: Yearbook Edition,2012-11-09,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.63,0.934,4,-2.559,1,0.0589,0.0186,0.0,0.324,0.905,89.992,182960
4548,0B2RttXEiyXsMeQ7mMP3EI,Cruel (feat. ZAYN),Snakehips,62,0foMG0HqauruzIFk43eSzG,Cruel (feat. ZAYN),2016-07-15,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.603,0.879,5,-4.098,1,0.124,0.0184,0.0,0.156,0.318,110.125,228253
3611,0BB9eUBBaaX6GALSYNcEp7,You Spin Me Round (Like a Record),Dead Or Alive,17,0HEKWtu7St3tKgZDKZsX90,Youthquake,1985-09-05,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.554,0.851,6,-10.526,0,0.0334,0.006,0.0242,0.405,0.96,128.103,196800
3267,0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,75,0RHX9XECH8IVI3LNgWDpmQ,A Rush of Blood to the Head,2002-08-08,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0112,0.183,0.261,130.969,307880
4952,0BJTbkmrB2Y4E9M8qVzbYZ,Feel It All Around,Washed Out,4,2dctdID2E6GikiwyXvvtQL,Life Of Leisure,2010-03-01,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.34,0.737,8,-4.681,1,0.0582,0.000105,0.762,0.0699,0.499,172.022,192080
4980,0BLR0gzwIbPJlI5y2BUGYZ,Ghost - Lost Kings Remix,Halsey,1,0w2bap7LymZYfMzluwao9D,Room 93: The Remixes,2015-03-03,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.701,0.852,0,-4.908,1,0.0339,0.423,0.00474,0.202,0.433,104.988,189267
3422,0BPTTsnnfz44XmZn3EE0oo,Song To The Siren (Remastered),This Mortal Coil,51,6D6C7jGsJdzJpcEaMcxswR,It'll End In Tears (Remastered),1984,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.216,0.24,10,-12.598,1,0.0406,0.843,6.09e-06,0.135,0.0875,128.679,211093
4425,0BWx2N8CosqHVKkofenY3R,Want You Back,Grey,54,1qm3ugYyGh7uAAKiI9WzlY,Want You Back,2019-01-10,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.758,0.519,0,-5.832,0,0.0362,0.116,0.0,0.183,0.417,92.99,176827
5247,0BfLvshnvJldGROufmYCrv,Song For You,Rhye,60,6yoGOJsTjU7w2amKcUUX7S,Blood,2018-02-02,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.844,0.362,2,-10.071,1,0.0363,0.568,0.771,0.109,0.202,115.987,238667
334,0BiGd2FNDQ0eh79ZHfp6tS,All I Wanna Do,Martin Jensen,55,5iTIgNz59Z4j1wtX0I29z8,All I Wanna Do,2016-04-08,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,0.523,112.071,194360
2023,0BlcnJ36zeJTr1wn2OCYnt,Deliriously Good,Rat City,45,3ll1uzNKwbNLIC3gO4nooq,Deliriously Good,2019-08-16,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,pop,post-teen pop,0.609,0.842,5,-3.034,0,0.0419,0.0645,0.0,0.0828,0.792,100.078,213622
4332,0BtkZoSbth2mU4stlqkk1E,When You Know,Sunny State,34,3DKCLmf5VCJl6upHYk5ViG,When You Know,2019-10-25,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.599,0.636,0,-5.944,1,0.0584,0.0762,0.0,0.295,0.531,164.078,181859
1012,0C3QADQBYFjcSeU8bY7Oex,Simple Hit,Dombresky,55,4cNRNpj5a81e2iF5cIb1n5,Simple Hit,2019-05-03,Pop Dance Hits,7eERKCkgNKCCx5GYdeMIZf,pop,dance pop,0.631,0.951,5,-6.203,1,0.0439,0.108,0.836,0.173,0.703,124.007,219715
1889,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,79,5j1wrOAOm5KFd17pPiSvle,Mail on Sunday,2008-03-17,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400
5029,0CDoNIHn1ivManl0kloMzj,Anywhere We Go,Kaptan,0,2qEby4yWvMy6sk3V2ht3xP,Anywhere We Go - Single,2015-06-23,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.573,0.901,7,-6.263,1,0.0325,0.0269,0.433,0.0741,0.468,100.018,242005
3416,0CFIH3diqmPfa6FRXEILLF,Something Good,Paul Haig,23,0p4J4nxpzrWHcq5FDH1kXe,Chain,1989,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,pop,electropop,0.633,0.936,2,-4.233,1,0.032,0.00481,0.0247,0.0745,0.887,116.055,205520
5297,0CJwLZDmSFdXL2WcA74Vo3,Jungle,Tash Sultana,7,6VQf4ZBa1N5Y3yo6154QLD,Jungle,2016-09-06,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,pop,indie poptimism,0.592,0.701,1,-5.879,0,0.0292,0.276,0.000103,0.0882,0.509,146.032,315603
1531,0CNuwuX6yEMcQYsCnwUfaV,Dynamite,China Anne McClain,35,6x4OPEu2K9XqqhJtHh8brP,A.N.T. Farm (Original Soundtrack),2012-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,pop,post-teen pop,0.659,0.789,6,-3.444,1,0.0717,0.184,0.0,0.0535,0.493,121.947,162960
4050,0CbjaCNhs9ayTqRcorKkyO,My Sunshine (For You),Morgan Saint,40,0VnmLIWHZJJOcCxX6lSegx,ALIEN,2018-10-05,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,pop,indie poptimism,0.403,0.337,0,-7.609,1,0.0325,0.821,0.00153,0.0837,0.121,159.338,218013
5037,0Cqm4rlGZw9mUyzVAYHiVf,Chartreuse,Capital Cities,45,3WrufJir7I61NkvkDwxero,In A Tidal Wave Of Mystery (Deluxe Edition),2013,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.682,0.699,9,-5.816,0,0.0357,0.0808,0.0227,0.0846,0.831,104.999,218807
4837,0Cw31BoxoJbFPXrT3kUuyj,Love Myself,Hailee Steinfeld,0,2F9Go1wUBr4mHZ6GoSmT9j,HAIZ,2016-07-15,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.617,0.762,0,-6.756,0,0.0763,0.00277,0.0,0.434,0.334,122.914,218747
4125,0Cw4EjuGqEqbxOWSy0iIUw,Dive In,kwassa,45,7E3EZz8cPYTcJt4AW4EhLC,Wildlife,2017-03-10,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.708,0.78,8,-8.377,1,0.0585,0.248,0.0101,0.107,0.619,104.973,200637
2341,0Cy7wt6IlRfBPHXXjmZbcP,Love Me Like You Do,Ellie Goulding,64,4w0N1CaZwQ5RPIuawqlYyy,Fifty Shades Freed (Original Motion Picture Soundtrack),2018-02-09,post teen pop,6rjxP7GQKoqqgoakzxl3PY,pop,post-teen pop,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,253520
5491,0D4yVl9Pn45xW2s63MFCmT,It's Not Living (If It's Not With You),The 1975,8,5idWJVJgo5Wa7wFGsB3Kjj,It's Not Living (If It's Not With You),2018-10-18,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.618,0.837,1,-5.338,1,0.0304,0.000254,0.000378,0.0618,0.526,121.227,248336
4565,0DNk7lEqDGCN6nDD0H8emF,September Song,JP Cooper,14,40PaaOKOVwF9swMptjaR9k,September Song,2016-09-16,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.623,0.656,0,-5.608,0,0.0416,0.0561,0.0,0.0855,0.366,95.878,220291
793,0DURckDH8F3pzTz7KKFLz7,Call Me,Deee-Lite,33,1sozEjvFpn72ZGQtPrLTa1,Dewdrops In The Garden,1994,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.667,0.827,11,-10.869,0,0.0553,0.0286,0.0135,0.245,0.441,127.993,230600
2955,0DgOmXeyDY7mMqcjelEqse,Mr. President - EP Version,Janelle Monáe,30,3T3bJi3cvwR5U7ihwgEwF1,Metropolis: The Chase Suite (Special Edition),2008-08-12,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,pop,electropop,0.402,0.482,7,-10.338,1,0.063,0.286,0.0,0.0677,0.66,190.032,299680
2681,0DiWol3AO6WpXZgp0goxAV,One More Time,Daft Punk,74,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.611,0.697,2,-8.618,1,0.133,0.0193,0.0,0.332,0.476,122.752,320357
4318,0Dm6IRxyvcPamWqUXOLATr,Access,Jungle Animals,31,1WvhlrOxQVkTDoYRfBZR0Y,Access,2019-10-18,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.599,0.55,5,-7.271,1,0.0324,0.354,5.96e-05,0.149,0.385,91.982,171853
4304,0DmuBILb0jSb0pdYGZP1bw,Dark. Black. Heart.,Austin P. McKenzie,31,3w12EvmraWP643RfYK8ItI,Nightshade,2019-12-13,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.36,0.221,2,-12.601,0,0.0345,0.798,3.73e-06,0.143,0.294,143.688,256895
5415,0DskSLv9ocz7KsJlqUSCGw,The Weight,Mavrick,0,4d97rUnR0eawSHeE1pK8fB,The Weight,2016-08-31,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.384,0.577,0,-5.835,1,0.05,0.267,0.000426,0.0761,0.636,78.236,232760
2164,0Dtwxkkn8fJKtqtea7fd1C,Intoxicated - Original Mix,Martin Solveig,34,0qKwevOYQD7cdaRlStlMj8,Intoxicated,2015-02-24,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,pop,post-teen pop,0.804,0.877,0,-3.722,1,0.0609,0.00178,0.141,0.334,0.635,124.992,257280
4115,0DvhfhHlIE4HqgBX8yDJz3,Carry On - Acoustic,Young Rising Sons,51,68psFr57W11XOyGdB2lOzk,Carry On (Acoustic),2017-03-03,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.675,0.195,7,-13.465,0,0.0346,0.868,2.03e-06,0.126,0.275,91.935,207880
2591,0E8WJOFs2eWD67USh7C6Qd,Love No More,Loud Luxury,69,1hgbAIyPDZYa8Bqf7b2nx5,Love No More,2018-08-31,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,pop,electropop,0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,168636
157,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,84,1c79SozES9Eb3Lzf9KVaIa,In My Mind,2018-06-08,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560
4619,0EGuSSpuu9wmHCtvb4PdLO,"Sit Still, Look Pretty",Daya,70,0T8SCja56F4lhZXyOcBTIV,"Sit Still, Look Pretty",2016-10-07,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.657,0.739,2,-4.081,1,0.274,0.141,0.0,0.178,0.543,181.994,202221
863,0EJlpO8Z5Vqy4phgcqU84V,Paradise,Matthew Parker,32,0YFwILd7BfZdEimIslxHse,Daydreamer,2018-10-26,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,pop,dance pop,0.54,0.552,5,-7.702,1,0.031,0.0494,6.21e-06,0.332,0.456,114.978,227080
4772,0EP3yjbjHdbUL1miyNlgys,New York,Jake Isaac,48,2MvEZPyhKqA5SdVAmsu2nC,New York,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.766,0.351,0,-7.711,1,0.0276,0.827,0.00837,0.191,0.583,87.988,201883
679,0EPqqVrZZw00uLDTB0pxs6,I'm Not Alright,Loud Luxury,46,2JS9pBbQBN5xtH1uyMwwlB,I'm Not Alright,2019-07-12,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,pop,dance pop,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,185062
277,0EQeui6OBMzqJ3Z3wCOzZh,Need You,Faustix,62,1IqpPKPKVpu1VWZ67VnHPB,Need You,2019-07-26,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.639,0.705,7,-5.039,0,0.049,0.045,0.0,0.425,0.595,124.957,182161
4124,0EXpZh6efFQ2FNjw3DrpX9,Magic,Boh Doran,30,1F9DrqURhPNNdANutl70SB,Magic (feat. Daer),2019-10-18,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,pop,indie poptimism,0.68,0.682,0,-6.234,1,0.0284,0.00253,0.0412,0.0961,0.672,129.995,169930
462,0ErzcmZ2gIwX7X0xSMQPix,BOSS,NCT,68,3KAJvo62RNQEtXwIyB5rzX,NCT 2018 EMPATHY,2018-03-14,K-Party Dance Mix,37i9dQZF1DX4RDXswvP6Mj,pop,dance pop,0.787,0.543,10,-6.7,0,0.037,0.0233,0.0,0.0861,0.332,99.026,210641
109,0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,74,1fP5UnRB0WNWNHSZRHsRCR,Feel Good (feat. Daya),2017-03-03,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.625,0.707,2,-4.761,1,0.0337,0.22,0.0,0.213,0.479,138.064,248156
345,0FC7eAz8CW9HAWnBr8Yo42,Daylight (Airbeat One Anthem 2018),Fluex,50,2Rd9MkQmupPCqDMpHWFapL,Daylight (Airbeat One Anthem 2018),2018-06-22,Pop Warmup 130 BPM,37i9dQZF1DX3PIAZMcbo2T,pop,dance pop,0.631,0.939,7,-1.7,0,0.0398,0.0728,0.000187,0.319,0.353,128.048,191500
2971,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,Coldplay,78,2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,2014-05-19,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.551,0.636,6,-7.125,1,0.0281,0.00713,0.00203,0.217,0.153,124.996,268467
3247,0FE8gz0tOBbAnOp90WbzsK,Psychic Driving,Soft Metals,17,1R5JJa9OEfnXivtuusDLjr,Soft Metals,2011,Electropop And Play,7p30DzTAgW6OhspSXHTI88,pop,electropop,0.551,0.676,5,-8.075,1,0.0266,0.0206,0.596,0.0667,0.336,120.035,277803
419,0FVUs7Kb4KKl3vsssgZCud,DAYZ,AAAMYYY,44,6rysSkOPyvMpDYLiYz26pv,DAYZ,2019-11-13,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.738,0.55,5,-9.845,0,0.0473,0.00919,0.000648,0.0772,0.599,110.024,311976
1853,0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE,Kodak Black,83,5n1GSzC1Reao29ScnpLYqp,Dying to Live,2018-12-14,Someone You Loved Lewis Capaldi (Pop Music Mix),6IErGHjBfhey8URq0mFnPi,pop,post-teen pop,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760
3140,0Fc7ESmkM02PDH5NnPaS5S,Rock Bottom,grandson,61,2BEKXKj00zOhlIH7OJwkO3,Rock Bottom,2019-08-16,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.517,0.702,0,-6.842,1,0.0424,0.000232,0.00165,0.204,0.244,176.088,219207
32,0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,58,6rWRg6yLGcLdG0IRaCB9LN,Ruin My Life (Remixes),2018-11-23,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.723,0.837,11,-6.487,1,0.0389,0.0103,0.000477,0.0834,0.643,123.952,177097
5390,0Ffg0etsfpaUNwv8t0bosp,Safe Dream,Tep No,39,5RVsRQ6K2DAfHhPmMkE9nm,Safe Dream,2015-09-02,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,pop,indie poptimism,0.528,0.427,11,-8.926,0,0.0347,0.826,0.0,0.122,0.195,141.866,189071
843,0FkLMOUTkSTPSAYkIXQ579,L'amour Toujours (Small Mix),Gigi D'Agostino,69,3dvjLo2u1kao2ikKIJa6KP,L'Amour Toujour,2014-05-30,90s Dance Hits,50cXvxgMGrvoUeLhkzCyIO,pop,dance pop,0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053
329,0FlnsBDwPglenLJoQjPd4K,IDGAF - Hazers Remix,Dua Lipa,50,6FbzwQExjva7Whs6v79JW9,IDGAF (Remixes),2018-02-23,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,pop,dance pop,0.814,0.705,7,-4.734,1,0.0904,0.0958,0.000133,0.0687,0.6,110.004,240617
5143,0G0THcz2N4UpY4A6GhgMsN,R U Mine (SteLouse Remix),ROZES,39,6yKCdRIwrSykq1xY8nxn7S,R U Mine (SteLouse Remix),2015-08-24,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.468,0.931,7,-3.554,0,0.19,0.195,0.00145,0.125,0.153,145.103,231759
1565,0G7Ik0gmxJBFJKAmK2p1k9,Someone New,Astrid S,60,573h5BYa3AwWA0p0AFu1Ak,Someone New,2019-02-01,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.881,0.697,0,-5.613,1,0.27,0.129,1.39e-06,0.0834,0.434,97.012,176618
1694,0GE84jMHPkH9GfBh67DyYL,You Might As Well Be In Space,The Years Gone By,0,30WU9cnG33f11JveTQPNgw,Forever Comes Too Soon,2008-09-02,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,pop,post-teen pop,0.35,0.956,11,-3.737,0,0.0807,0.00707,0.0,0.239,0.668,145.431,193173
4736,0GFXbdgwVYO8Dw6BG8MLfL,Diamonds,Echosmith,56,6DT9TEg5f9j7WVarEXemYY,Lonely Generation,2020-01-10,The Pulse of Indie Poptimism,5qFXOOxrQVyS4UCq3UilZN,pop,indie poptimism,0.568,0.922,6,-3.817,1,0.0473,0.0059,4.64e-05,0.104,0.654,118.98,202687
231,0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,68,1vlt3ZZeHbtRWKOFu45TEJ,Brave,2019-04-26,Cardio,37i9dQZF1DWSJHnPb1f0X3,pop,dance pop,0.654,0.874,6,-3.885,1,0.0543,0.169,1.77e-06,0.134,0.542,119.85,184027
18,0GfS3y8Jd7SHWd9R51s7Fo,Dancing With A Stranger (With Normani) - Cheat Codes Remix,Sam Smith,69,2LDzwN4iZ4qbSA32E9CG4Q,Dancing With A Stranger (With Normani) [Cheat Codes Remix],2019-03-08,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,pop,dance pop,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404
4185,0Gpq0lllEPZf98gVo9C4uS,"Heavy, California",Jungle,62,1VZxGX1lzF1QjY5QofhC5r,For Ever,2018-09-14,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,pop,indie poptimism,0.674,0.713,6,-7.46,0,0.036,0.0733,0.139,0.169,0.704,111.017,184600
3019,0GxQ1A5L9xnMOytbP6eKBG,What Lovers Do (feat. SZA),Maroon 5,77,1Li4rADxSxjT2g4xqUcMYh,Red Pill Blues (Deluxe),2018-06-15,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849
161,0GzmMQizDeA2NVMUaZksv0,Mi Gente (feat. Beyoncé),J Balvin,61,55228F4QRlYDzJ4H02tDHA,Mi Gente (feat. Beyoncé),2017-09-28,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,pop,dance pop,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.009,209733
3573,0HCl2cFW2ISiJOZtZ92vJe,Lieber sterben,Sündenklang,0,6lH8sPYgfyyNBQd3weJKz4,Tränenreich,2014-01-24,Gothic / Industrial / Mittelalter / EBM / Futurepop / Gothik / Electropop,53CmFroG6MWR5reOOXJX6B,pop,electropop,0.492,0.933,11,-6.568,0,0.12,0.194,0.0,0.1,0.27,150.013,224263
3612,0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered,George Michael,75,34K1Kvskt9arWy8E1Gz3Lw,Faith,1987-10-30,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,pop,electropop,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200
400,0HGSn0eFH5LF1MWdE9FOUC,Fly me 2,eill,41,0BswQmCfVFxm9fJslwiVnp,SPOTLIGHT,2019-11-06,Dance Pop: Japan,37i9dQZF1DXahYFr91pFvG,pop,dance pop,0.742,0.719,4,-6.341,0,0.0387,0.0867,0.0,0.126,0.318,125.007,217000
1432,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,80,6fpLLJsDSSAlToEDW2jv4F,Animal (Expanded Edition),2010-01-01,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693
